model,src,tgt,top1,mrr
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,lingala,0.006,0.017639395488642545
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,lithuanian,0.776,0.8301442558721817
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,macedonian,0.917,0.9410067221809484
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,malayalam,0.58,0.6760802048523257
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,moore,0.009,0.02144458421204983
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,oromo,0.004,0.014445326071136057
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,pashto,0.354,0.44864325725481274
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,persian,0.724,0.795053528486123
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,portuguese,0.81,0.8561656520175853
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,romanian,0.836,0.8750638021136006
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,serbian,0.96,0.9717236370812482
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,spanish,0.751,0.8123379875406526
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,tagalog,0.024,0.04554608803739593
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,tajik,0.003,0.015077769622697692
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,tamil,0.603,0.693068691612587
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,turkish,0.738,0.8019701386440978
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,urdu,0.731,0.7920750168009228
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,uyghur,0.38,0.46936347006471923
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,uzbek,0.015,0.03552733383015081
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,vietnamese,0.766,0.8267488098491854
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,croatian,yoruba,0.009,0.027542364376141017
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,albanian,0.758,0.817657437029977
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,asante,0.008,0.02246689475132083
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,assamese,0.198,0.2926496885156993
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,azeri,0.601,0.6804020659454276
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,bosnian-mihanovich,0.788,0.8369453984652581
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,bosnian-rwwad,0.795,0.8416789476182882
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,chinese,0.646,0.7284200927784403
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,croatian,0.809,0.848969353305409
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,english,0.879,0.9084178159575577
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,french,0.711,0.7729600600656321
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,german,0.837,0.8698967497255777
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,gujarati,0.293,0.35774652165877274
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,hausa,0.003,0.017223417452462253
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,indonesian,0.678,0.7494768453506409
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,japanese,0.719,0.7897523667760911
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,kannada,0.495,0.5765758641342591
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,khmer,0.521,0.6072909224343874
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,kurdish,0.255,0.34871608756606653
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,kyrgyz,0.362,0.4482862703329712
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,lingala,0.006,0.016694628291789318
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,lithuanian,0.834,0.8748845663281408
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,macedonian,0.791,0.8342870768841134
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,malayalam,0.553,0.6494242264628146
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,moore,0.009,0.02264967528234743
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,oromo,0.007,0.018325198093799504
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,pashto,0.321,0.40428273731678915
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,persian,0.666,0.7493596158247299
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,portuguese,0.817,0.8558095292892979
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,romanian,0.82,0.8590045206052158
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,serbian,0.796,0.8403927989011193
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,spanish,0.763,0.8246573630485193
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,tagalog,0.022,0.0486910234059943
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,tajik,0.005,0.01661048090048813
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,tamil,0.575,0.66816689712398
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,turkish,0.681,0.7518572237781238
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,urdu,0.703,0.7652956188335363
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,uyghur,0.358,0.44058298790481254
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,uzbek,0.012,0.03232475164297731
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,vietnamese,0.813,0.8592059845236333
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dutch,yoruba,0.011,0.028998544920111616
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,albanian,0.848,0.892858060945795
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,asante,0.011,0.026924869501442912
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,assamese,0.214,0.3077035248541522
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,azeri,0.636,0.7227411386554199
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,bosnian-mihanovich,0.844,0.8828649056289821
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,bosnian-rwwad,0.85,0.8878523376619939
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,chinese,0.709,0.7851675249244259
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,croatian,0.863,0.8988846037448704
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,dutch,0.903,0.9288474565706314
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,french,0.81,0.8548055137633878
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,german,0.884,0.9136866282606536
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,gujarati,0.338,0.4055466603430898
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,hausa,0.005,0.02125888674977279
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,indonesian,0.758,0.8183013093403829
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,japanese,0.791,0.8519317666671172
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,kannada,0.547,0.6242211582612502
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,khmer,0.578,0.663054782768539
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,kurdish,0.309,0.3913875465796725
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,kyrgyz,0.377,0.4738348291695747
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,lingala,0.006,0.01730929417013298
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,lithuanian,0.856,0.896743666467554
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,macedonian,0.859,0.893302562492092
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,malayalam,0.605,0.694901728140492
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,moore,0.008,0.021380563229001674
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,oromo,0.009,0.01999093608042994
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,pashto,0.341,0.43236645133891327
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,persian,0.759,0.8166621660770623
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,portuguese,0.867,0.9028996645969944
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,romanian,0.877,0.9113276278200951
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,serbian,0.854,0.8916864478081481
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,spanish,0.861,0.9013154350073057
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,tagalog,0.03,0.05823121861950094
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,tajik,0.002,0.013532381510012743
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,tamil,0.625,0.7100585055466678
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,turkish,0.747,0.8154865122360411
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,urdu,0.757,0.8172942275036871
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,uyghur,0.377,0.4728527356676933
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,uzbek,0.014,0.03340303669417733
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,vietnamese,0.857,0.8961527829736662
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english,yoruba,0.011,0.030293874836894247
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,albanian,0.71,0.7748954191319619
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,asante,0.006,0.019922312606904868
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,assamese,0.166,0.24975591194131724
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,azeri,0.522,0.6164301406470982
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,bosnian-mihanovich,0.716,0.7842442788689589
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,bosnian-rwwad,0.732,0.7912295162830639
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,chinese,0.529,0.6268126463532995
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,croatian,0.741,0.7972881864669081
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,dutch,0.751,0.8128718277489444
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,english,0.808,0.8547978917315856
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,german,0.739,0.7997009290466037
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,gujarati,0.319,0.381549024484377
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,hausa,0.002,0.0170556962033116
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,indonesian,0.633,0.7160935202525619
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,japanese,0.65,0.7231745898526318
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,kannada,0.433,0.5102960551389217
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,khmer,0.417,0.5053313629260539
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,kurdish,0.229,0.3106401799668547
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,kyrgyz,0.336,0.42286771738349677
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,lingala,0.002,0.01370497282953616
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,lithuanian,0.801,0.8493228049452198
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,macedonian,0.848,0.8883747878404952
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,malayalam,0.463,0.5569151511030402
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,moore,0.009,0.020143134296147655
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,oromo,0.008,0.017547351652771447
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,pashto,0.265,0.3546191981117041
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,persian,0.636,0.7174588855602515
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,portuguese,0.753,0.8047841434341293
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,romanian,0.777,0.8301874865606688
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,serbian,0.744,0.8016899274781132
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,spanish,0.734,0.7980522922403062
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,tagalog,0.016,0.04269685774001117
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,tajik,0.002,0.01323403362964311
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,tamil,0.501,0.6033382909295015
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,turkish,0.596,0.678243671553958
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,urdu,0.645,0.7191182600828318
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,uyghur,0.428,0.526498874697241
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,uzbek,0.01,0.02573211665387627
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,vietnamese,0.72,0.7825288298360866
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,french,yoruba,0.009,0.026439570605931325
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,albanian,0.747,0.8088205046322384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,asante,0.008,0.019046306307801047
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,assamese,0.189,0.2824388266624799
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,azeri,0.586,0.6697514844279681
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,bosnian-mihanovich,0.816,0.8611677927377626
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,bosnian-rwwad,0.816,0.8617753942854592
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,chinese,0.633,0.7176432971320339
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,croatian,0.818,0.8644171584223939
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,dutch,0.853,0.8926193350991771
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,english,0.867,0.9036562084978917
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,french,0.733,0.7866101024880591
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,gujarati,0.307,0.3724836066641403
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,hausa,0.004,0.017534315365700735
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,indonesian,0.67,0.7433406360888164
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,japanese,0.738,0.7992018064174902
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,kannada,0.486,0.5739736632829949
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,khmer,0.493,0.5859559525883135
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,kurdish,0.3,0.38189152673457166
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,kyrgyz,0.346,0.4403911531708677
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,lingala,0.006,0.017995003740562992
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,lithuanian,0.762,0.8218912568513305
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,macedonian,0.805,0.8522441509790224
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,malayalam,0.563,0.6602450614488968
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,moore,0.012,0.024852967165086774
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,oromo,0.007,0.017585442280616925
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,pashto,0.316,0.409821500092312
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,persian,0.654,0.7366330040421751
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,portuguese,0.84,0.8780399327609704
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,romanian,0.844,0.8800065483380753
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,german,serbian,0.807,0.8547414196320401
